LLchr	LLstart	LLend	LLstrand	LLgeneID	LLgeneSymbol	geneName	Ens99geneIDversion	EntrezGeneID	ZFINgeneID	RefSeqAnnotationNote	Ens99annotationNote
chr23	19655299	19668782	+	LL0000000098	abhd6b	abhydrolase domain containing 6b	ENSDARG00000070894.6	558995	ZDB-GENE-070410-104	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	54006395	54039381	-	LL0000000099	abhd8a	abhydrolase domain containing 8a	ENSDARG00000103518.2	558563	ZDB-GENE-080204-70	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	5933635	5945713	-	LL0000000100	abhd8b	abhydrolase domain containing 8b	ENSDARG00000076620.4	101883400	ZDB-GENE-130530-805	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	5935377	6012863	+	LL0000000101	abi1a	abl-interactor 1a	ENSDARG00000010155.12	393711	ZDB-GENE-040426-1701	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	9868416	9915938	-	LL0000000102	abi1b	abl-interactor 1b	ENSDARG00000062991.8	767738	ZDB-GENE-060929-1182	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	13733468	13800223	+	LL0000000103	abi2a	abl-interactor 2a	ENSDARG00000058207.7	767646	ZDB-GENE-060929-192	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	9970714	10011275	+	LL0000000104	abi2b	abl-interactor 2b	ENSDARG00000014875.11	692331	ZDB-GENE-060519-5	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr3	33395942	33417972	-	LL0000000105	abi3a	"ABI family, member 3a"	ENSDARG00000060072.7	767807	ZDB-GENE-060929-958	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	5492798	5572836	-	LL0000000106	abi3b	"ABI family, member 3b"	ENSDARG00000063283.6	566059	ZDB-GENE-121214-259	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr9	30130028	30165621	-	LL0000000107	abi3bpa	"ABI family, member 3 (NESH) binding protein a"	ENSDARG00000062156.7	101884149	ZDB-GENE-070912-325	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >90%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	28446365	28482973	+	LL0000000108	abi3bpb	"ABI family, member 3 (NESH) binding protein b"	ENSDARG00000071095.7	100149890	ZDB-GENE-030131-6041	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	72144458	72171895	+	LL0000000109	abl1	"c-abl oncogene 1, non-receptor tyrosine kinase"	ENSDARG00000035187.7	100000720	ZDB-GENE-100812-9	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	14914765	14985276	+	LL0000000110	abl2	"c-abl oncogene 2, non-receptor tyrosine kinase"	ENSDARG00000013841.12	570636	ZDB-GENE-020809-2	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr13	43507383	43599939	-	LL0000000111	ablim1a	actin binding LIM protein 1a	ENSDARG00000060149.7	100003558	ZDB-GENE-080219-41	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	30046320	30220681	+	LL0000000112	ablim1b	actin binding LIM protein 1b	ENSDARG00000045064.10	541550	ZDB-GENE-050327-91	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	22680115	22819889	+	LL0000000113	ablim2	"actin binding LIM protein family, member 2"	ENSDARG00000055223.7	568454	ZDB-GENE-100316-5	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr14	34634139	34771923	-	LL0000000114	ablim3	"actin binding LIM protein family, member 3"	ENSDARG00000088168.6	566821	ZDB-GENE-070112-1122	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	25023019	25037475	-	LL0000000115	abo	"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase%3B transferase B, alpha 1-3-galactosyltransferase)"	ENSDARG00000019207.10	563897	ZDB-GENE-081104-23	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	62611069	62642718	+	LL0000000116	abr	ABR activator of RhoGEF and GTPase	ENSDARG00000095180.2	565190	ZDB-GENE-070705-146	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr6	52064223	52072829	+	LL0000000117	abraa	actin binding Rho activating protein a	ENSDARG00000038583.7	324520	ZDB-GENE-120730-1	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr19	46768266	46778007	-	LL0000000118	abrab	actin binding Rho activating protein b	ENSDARG00000033854.7	445477	ZDB-GENE-040822-7	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr20	36806398	36818195	+	LL0000000119	abracl	ABRA C-terminal like	ENSDARG00000042876.6	336650	ZDB-GENE-030131-8594	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr21	19319804	19329076	+	LL0000000120	abraxas1	"abraxas 1, BRCA1 A complex subunit"	ENSDARG00000043339.5	449820	ZDB-GENE-041010-70	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr17	31802581	31819846	-	LL0000000121	abraxas2	"abraxas 2, BRISC complex subunit"	ENSDARG00000098907.2	406584	ZDB-GENE-040426-2491	Ens99 gene ID import through exact transcript match from gffcompare; abbrev conflict matches ZFIN alias	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	8483664	8489886	-	LL0000000122	abt1	activator of basal transcription 1	ENSDARG00000043666.5	553568	ZDB-GENE-050522-127	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	7097710	7125531	+	LL0000000123	abtb1	ankyrin repeat and BTB (POZ) domain containing 1	ENSDARG00000063354.6	100536189	ZDB-GENE-141212-241	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	49272322	49320952	+	LL0000000124	abtb2a	ankyrin repeat and BTB (POZ) domain containing 2a	ENSDARG00000059751.7	559451	ZDB-GENE-100422-13	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	24616717	24723873	+	LL0000000125	abtb2b	ankyrin repeat and BTB (POZ) domain containing 2b	ENSDARG00000062000.7	100007078	ZDB-GENE-100422-14	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	20325312	20332460	+	LL0000000126	acaa1	acetyl-CoA acyltransferase 1	ENSDARG00000004687.8	431754	ZDB-GENE-040704-48	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr8	2509625	2529896	-	LL0000000127	acaa2	acetyl-CoA acyltransferase 2	ENSDARG00000038881.6	406325	ZDB-GENE-040426-1996	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	56308614	56416249	-	LL0000000128	acaca	acetyl-CoA carboxylase alpha	ENSDARG00000078512.6	559403	ZDB-GENE-060526-74	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr5	19331276	19384587	+	LL0000000129	acacb	acetyl-CoA carboxylase beta	ENSDARG00000061994.7	556236	ZDB-GENE-060526-132	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr24	11350330	11446166	-	LL0000000130	acad11	"acyl-CoA dehydrogenase family, member 11"	ENSDARG00000045411.7	393147	ZDB-GENE-040426-814	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr15	19335646	19348383	+	LL0000000131	acad8	"acyl-CoA dehydrogenase family, member 8"	ENSDARG00000042658.6	394130	ZDB-GENE-040426-828	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr11	26682846	26701611	-	LL0000000132	acad9	"acyl-CoA dehydrogenase family, member 9"	ENSDARG00000055620.7	724002	ZDB-GENE-060616-196	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr18	39487486	39505847	+	LL0000000133	acadl	acyl-CoA dehydrogenase long chain	ENSDARG00000088357.3	394156	ZDB-GENE-040426-771	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr2	26470050	26476150	-	LL0000000134	acadm	acyl-CoA dehydrogenase medium chain	ENSDARG00000038900.9	406283	ZDB-GENE-040426-1945	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr10	43999263	44017665	-	LL0000000135	acads	acyl-CoA dehydrogenase short chain	ENSDARG00000030781.10	445288	ZDB-GENE-040808-64	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr12	49156997	49166761	-	LL0000000136	acadsb	acyl-CoA dehydrogenase short/branched chain	ENSDARG00000076780.5	110437777	ZDB-GENE-070410-109	geneAbbrevConflict; gffcompare transcript match; overlap gene coordinates >50%	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	20298320	20335655	+	LL0000000137	acadvl	acyl-CoA dehydrogenase very long chain	ENSDARG00000016687.10	573723	ZDB-GENE-030131-899	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	48761646	48787758	+	LL0000000138	acana	aggrecan a	ENSDARG00000035891.8	497505	ZDB-GENE-050208-221	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr25	19212262	19224344	-	LL0000000139	acanb	aggrecan b	ENSDARG00000045799.6	559593	ZDB-GENE-100422-16	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr7	20058505	20158380	-	LL0000000140	acap1	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1"	ENSDARG00000056346.8	561771	ZDB-GENE-070112-1242	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
chr22	37732978	37797003	-	LL0000000141	acap2	"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2"	ENSDARG00000060783.7	100124613	ZDB-GENE-050208-640	Entrez gene ID import through exact transcript match from gffcompare and abbreviation match	Ens99 gene ID import through exact transcript match from gffcompare and abbreviation match
